age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
31.0,admin.,single,university.degree,no,no,no,telephone,may,thu,471.0,9,999,0,nonexistent,-0.1,93.402,-34.8,2.48,5008,no
35.0,blue-collar,single,university.degree,no,yes,no,cellular,may,tue,11.0,14,999,0,nonexistent,-1.7,94.227,-33.4,2.61,5176,no
18.0,blue-collar,married,university.degree,no,yes,no,cellular,may,fri,1152.0,7,999,0,nonexistent,-1.8,94.158,-39.1,5.0,5176,yes
72.0,blue-collar,single,unknown,unknown,yes,no,cellular,may,mon,24.0,13,999,0,nonexistent,-0.1,93.393,-41.3,2.406,5076,no
63.0,blue-collar,married,high.school,no,yes,no,cellular,sep,tue,93.0,9,999,0,nonexistent,-0.1,93.092,-47.3,3.72,5176,no
49.0,admin.,single,basic.4y,no,no,no,cellular,may,tue,144.0,10,999,0,nonexistent,1.1,93.655,-35.5,2.122,5228,no
84.0,services,married,unknown,yes,no,no,cellular,jul,thu,318.0,6,999,0,nonexistent,1.1,92.679,-40.1,1.483,5076,no
20.0,blue-collar,single,high.school,no,no,no,cellular,may,thu,305.0,2,999,0,nonexistent,1.4,92.73,-48.1,1.261,5176,yes
72.0,student,divorced,high.school,no,no,yes,cellular,oct,thu,446.0,7,999,0,nonexistent,-1.8,93.833,-41.4,1.407,5008,yes
84.0,admin.,married,high.school,no,no,no,cellular,nov,wed,172.0,11,999,0,nonexistent,-0.1,93.329,-49.8,0.92,5228,no
42.0,technician,single,university.degree,no,yes,no,cellular,jun,tue,155.0,14,999,0,nonexistent,-1.8,94.593,-41.2,0.677,5076,no
83.0,blue-collar,single,professional.course,no,yes,no,cellular,jul,wed,57.0,7,999,0,nonexistent,1.1,93.134,-46.9,4.263,5191,no
59.0,admin.,married,university.degree,no,yes,no,cellular,sep,mon,292.0,7,999,0,nonexistent,1.1,94.399,-38.6,3.225,5176,no
40.0,blue-collar,married,professional.course,no,yes,no,cellular,dec,thu,122.0,9,999,0,nonexistent,1.4,92.974,-44.7,0.796,5191,no
49.0,technician,married,high.school,no,no,yes,cellular,may,fri,365.0,7,999,0,nonexistent,-0.1,93.289,-36.4,0.884,5228,no
45.0,blue-collar,single,unknown,no,yes,no,telephone,may,wed,151.0,6,999,0,nonexistent,-1.7,93.277,-42.9,3.474,5176,no
48.0,admin.,single,professional.course,unknown,no,no,cellular,aug,wed,82.0,7,999,0,nonexistent,-0.1,94.192,-40.4,1.591,5017,no
51.0,admin.,single,basic.4y,no,yes,no,cellular,dec,wed,13.0,13,999,0,nonexistent,-0.1,93.167,-44.0,4.496,5017,no
70.0,management,married,high.school,no,yes,no,telephone,may,thu,46.0,6,999,0,nonexistent,-1.7,93.289,-36.8,1.533,4963,no
32.0,technician,married,unknown,no,yes,no,cellular,may,tue,420.0,14,999,0,nonexistent,1.1,93.72,-48.6,3.649,5228,no
20.0,admin.,married,unknown,unknown,no,no,telephone,may,fri,1121.0,6,999,0,nonexistent,-1.8,93.308,-36.2,5.0,4963,no
58.0,technician,single,high.school,unknown,yes,yes,telephone,feb,fri,62.0,11,999,0,nonexistent,-0.1,93.246,-40.0,2.594,4963,no
54.0,housemaid,divorced,high.school,no,yes,yes,cellular,aug,thu,288.0,12,999,0,nonexistent,-1.7,93.146,-43.2,3.109,5191,no
44.0,admin.,single,professional.course,yes,no,yes,cellular,aug,tue,579.0,5,999,0,nonexistent,-0.1,93.827,-38.5,5.0,5017,no
73.0,services,married,high.school,no,yes,no,telephone,dec,fri,80.0,10,999,0,nonexistent,-1.7,92.828,-44.6,3.198,5176,no
51.0,services,divorced,unknown,no,yes,no,cellular,may,thu,77.0,1,999,0,nonexistent,-0.1,93.671,-44.5,1.808,5076,no
24.0,retired,single,high.school,no,yes,no,cellular,jul,mon,614.0,3,999,0,nonexistent,1.1,93.243,-45.3,4.226,5076,no
62.0,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,861.0,9,999,0,nonexistent,1.4,92.581,-36.2,5.0,5076,no
53.0,technician,married,high.school,unknown,no,no,cellular,mar,mon,117.0,14,999,0,nonexistent,1.1,93.421,-39.7,1.987,5228,no
58.0,admin.,divorced,basic.6y,no,yes,no,cellular,may,mon,50.0,3,999,0,nonexistent,1.1,92.423,-42.8,2.793,5076,no
23.0,admin.,divorced,high.school,no,no,no,telephone,oct,wed,17.0,13,999,0,nonexistent,-0.1,93.456,-35.0,4.716,5176,no
64.0,services,single,university.degree,unknown,yes,no,telephone,feb,wed,196.0,1,999,0,nonexistent,-1.7,93.949,-36.0,4.299,5099,no
64.0,admin.,married,university.degree,unknown,no,no,telephone,may,thu,244.0,4,999,0,nonexistent,-0.1,94.612,-47.4,5.0,5008,no
25.0,blue-collar,married,professional.course,no,yes,yes,cellular,feb,wed,181.0,3,999,0,nonexistent,-0.1,93.606,-48.1,5.0,5099,no
46.0,admin.,married,basic.9y,unknown,yes,no,telephone,may,fri,174.0,8,999,0,nonexistent,-0.1,93.264,-44.7,3.284,5228,no
64.0,student,single,university.degree,no,yes,no,cellular,may,wed,789.0,2,999,0,nonexistent,-1.8,94.005,-44.4,2.935,5191,yes
72.0,admin.,single,basic.4y,unknown,yes,no,cellular,may,wed,438.0,10,22,4,failure,1.1,93.306,-42.2,5.0,5228,yes
87.0,admin.,married,university.degree,no,no,no,cellular,jun,fri,797.0,1,999,0,nonexistent,-0.1,94.094,-35.4,5.0,5176,no
42.0,retired,single,basic.9y,unknown,yes,no,cellular,jul,mon,218.0,11,999,0,nonexistent,-1.7,93.248,-44.1,1.263,5008,no
74.0,technician,married,university.degree,unknown,no,yes,cellular,may,fri,312.0,13,999,0,nonexistent,-0.1,93.361,-42.0,5.0,5008,yes
28.0,technician,married,professional.course,no,yes,no,cellular,may,mon,28.0,4,999,0,nonexistent,-1.7,93.194,-43.3,5.0,5076,no
40.0,technician,divorced,professional.course,no,no,no,cellular,aug,tue,119.0,9,999,0,nonexistent,-0.1,94.713,-40.3,2.094,5076,no
68.0,technician,single,basic.9y,no,yes,no,telephone,feb,tue,350.0,10,999,0,nonexistent,1.4,92.213,-43.2,0.6,5099,no
34.0,technician,married,university.degree,no,no,no,cellular,oct,tue,312.0,10,999,0,nonexistent,-1.8,92.712,-44.2,4.436,5099,yes
69.0,management,married,university.degree,no,no,no,cellular,nov,wed,351.0,11,999,0,nonexistent,1.4,93.296,-36.6,4.556,5228,yes
47.0,admin.,married,professional.course,no,yes,no,cellular,feb,tue,19.0,12,999,0,nonexistent,-0.1,94.096,-40.9,4.324,5017,no
25.0,management,divorced,basic.6y,no,yes,no,cellular,feb,tue,346.0,10,999,0,nonexistent,-0.1,94.078,-34.6,5.0,5099,yes
62.0,blue-collar,single,university.degree,unknown,no,no,telephone,aug,fri,526.0,3,999,0,nonexistent,1.1,92.464,-35.2,5.0,5076,no
23.0,blue-collar,single,university.degree,no,yes,yes,cellular,oct,mon,224.0,13,999,0,nonexistent,1.1,92.598,-47.7,1.935,5008,no
19.0,blue-collar,married,high.school,unknown,yes,no,cellular,dec,mon,918.0,6,999,0,nonexistent,-0.1,93.41,-36.8,1.407,5008,yes
85.0,admin.,single,university.degree,unknown,yes,no,cellular,dec,fri,52.0,5,999,0,nonexistent,1.1,92.945,-32.2,3.295,5008,no
67.0,blue-collar,divorced,university.degree,unknown,yes,no,cellular,jan,tue,240.0,2,999,0,nonexistent,-1.7,93.622,-38.6,3.978,4963,no
51.0,technician,married,high.school,unknown,no,no,telephone,feb,wed,214.0,14,999,0,nonexistent,1.4,94.532,-38.4,0.699,5176,no
66.0,self-employed,single,professional.course,no,no,no,cellular,dec,fri,61.0,3,999,0,nonexistent,-1.7,94.192,-37.1,5.0,5099,no
20.0,unknown,married,unknown,no,no,unknown,cellular,may,mon,3.0,4,999,0,nonexistent,-1.7,94.145,-38.6,3.417,4963,no
68.0,management,single,high.school,no,no,no,telephone,may,thu,63.0,3,999,0,nonexistent,-1.8,94.184,-45.9,3.365,5176,no
23.0,admin.,divorced,unknown,no,yes,no,telephone,jun,tue,340.0,11,999,0,nonexistent,-1.8,93.84,-39.3,3.823,5076,yes
25.0,admin.,married,professional.course,no,yes,no,cellular,may,tue,206.0,5,999,0,nonexistent,1.4,93.986,-47.2,2.384,5099,no
66.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,331.0,1,999,0,nonexistent,1.4,93.668,-35.7,3.102,5099,yes
27.0,admin.,married,basic.9y,no,yes,no,telephone,nov,thu,112.0,8,999,0,nonexistent,1.1,92.391,-44.5,2.709,5099,no
53.0,unemployed,single,unknown,unknown,no,no,telephone,dec,tue,178.0,5,999,0,nonexistent,-1.7,94.464,-31.9,5.0,5076,no
19.0,retired,single,professional.course,no,yes,no,cellular,mar,fri,371.0,11,999,0,nonexistent,1.4,93.682,-47.1,5.0,5017,yes
39.0,admin.,divorced,high.school,unknown,yes,no,telephone,oct,wed,168.0,6,999,0,nonexistent,1.1,93.843,-44.9,5.0,4963,no
86.0,blue-collar,married,basic.9y,no,yes,yes,cellular,jan,tue,455.0,9,999,0,nonexistent,1.4,93.84,-42.1,4.088,5017,yes
68.0,admin.,single,unknown,no,no,yes,cellular,mar,fri,352.0,1,999,0,nonexistent,1.1,93.562,-43.6,3.434,4963,yes
84.0,entrepreneur,married,high.school,no,no,no,cellular,aug,wed,42.0,5,999,0,nonexistent,-0.1,94.267,-35.5,2.234,5191,no
78.0,technician,divorced,professional.course,no,yes,no,cellular,dec,wed,677.0,8,999,0,nonexistent,-1.7,91.678,-44.1,4.919,5191,yes
18.0,self-employed,married,high.school,no,yes,no,cellular,jul,wed,395.0,12,999,0,nonexistent,-0.1,93.322,-39.2,2.432,5099,no
35.0,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,22.0,14,999,0,nonexistent,-1.8,93.724,-47.6,3.574,5017,no
72.0,admin.,married,university.degree,no,yes,no,cellular,nov,thu,55.0,13,999,0,nonexistent,-0.1,92.557,-39.9,2.778,5228,no
69.0,technician,married,basic.9y,no,yes,no,cellular,sep,wed,117.0,13,999,0,nonexistent,1.1,93.652,-41.0,2.935,5191,no
27.0,technician,single,university.degree,no,no,no,telephone,aug,thu,399.0,1,999,0,nonexistent,1.4,92.179,-33.8,4.067,5008,no
33.0,technician,married,university.degree,no,no,no,telephone,jun,fri,144.0,13,999,0,nonexistent,-1.8,93.777,-37.1,5.0,5191,no
60.0,unknown,single,university.degree,no,no,no,cellular,dec,tue,406.0,13,999,0,nonexistent,1.4,93.485,-43.8,5.0,5099,yes
49.0,admin.,single,university.degree,unknown,no,no,telephone,may,thu,208.0,7,999,0,nonexistent,-0.1,94.218,-44.0,1.852,5176,no
55.0,blue-collar,married,unknown,no,no,no,cellular,nov,thu,57.0,10,999,0,nonexistent,-1.7,93.111,-30.4,5.0,5017,no
54.0,technician,married,university.degree,no,yes,no,cellular,jul,thu,803.0,9,999,0,nonexistent,-1.8,92.892,-40.1,1.154,5176,yes
85.0,admin.,single,professional.course,no,no,no,cellular,nov,fri,399.0,11,999,0,nonexistent,-0.1,92.912,-47.7,2.686,5191,yes
45.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,175.0,14,999,0,nonexistent,1.1,93.927,-44.0,3.85,5099,no
85.0,admin.,single,unknown,no,no,yes,cellular,dec,tue,156.0,14,999,0,nonexistent,-0.1,93.696,-20.1,5.0,5008,no
,blue-collar,married,university.degree,unknown,no,no,telephone,dec,thu,74.0,5,999,0,nonexistent,-0.1,92.092,-45.2,5.0,5176,no
84.0,admin.,divorced,basic.4y,no,yes,no,telephone,mar,mon,55.0,9,999,0,nonexistent,1.4,92.78,-43.5,1.16,5017,no
35.0,retired,single,basic.6y,unknown,no,no,cellular,aug,tue,364.0,8,999,0,nonexistent,-0.1,93.993,-42.3,4.442,4963,yes
49.0,retired,married,high.school,no,no,no,telephone,feb,thu,199.0,8,999,0,nonexistent,1.1,93.098,-41.3,4.343,5228,no
32.0,blue-collar,single,university.degree,no,yes,no,telephone,sep,tue,55.0,5,999,0,nonexistent,-0.1,92.7,-41.3,3.263,5076,no
69.0,management,married,university.degree,unknown,yes,no,telephone,nov,thu,1.0,13,999,0,nonexistent,-0.1,92.78,-39.0,4.174,5099,no
44.0,blue-collar,married,professional.course,no,yes,no,telephone,jun,thu,158.0,11,999,0,nonexistent,-0.1,93.768,-43.9,4.802,5008,no
69.0,blue-collar,married,university.degree,no,yes,no,cellular,aug,tue,334.0,10,999,0,nonexistent,1.1,94.257,-42.6,4.554,5017,yes
34.0,technician,married,professional.course,no,yes,no,telephone,apr,wed,341.0,2,999,0,nonexistent,-1.7,93.711,-33.4,3.885,5008,yes
53.0,technician,single,university.degree,no,no,no,telephone,may,thu,94.0,11,999,0,nonexistent,-0.1,93.339,-40.1,2.981,4963,no
84.0,self-employed,single,high.school,unknown,yes,no,telephone,may,tue,27.0,2,999,0,nonexistent,-0.1,91.785,-34.7,2.709,5099,no
35.0,admin.,single,high.school,no,no,yes,cellular,feb,thu,586.0,14,19,3,failure,1.1,93.833,-34.8,5.0,5017,yes
68.0,blue-collar,married,high.school,unknown,no,no,cellular,may,tue,528.0,2,999,0,nonexistent,1.4,93.318,-37.4,5.0,5017,no
22.0,admin.,married,high.school,no,yes,no,telephone,jul,tue,92.0,11,999,0,nonexistent,-1.8,93.599,-40.5,2.698,5228,no
77.0,entrepreneur,married,university.degree,no,yes,no,cellular,jan,fri,232.0,14,999,0,nonexistent,1.4,92.916,-33.7,4.376,5099,no
40.0,management,divorced,basic.4y,no,no,no,cellular,jul,tue,1153.0,11,999,0,nonexistent,-1.7,94.318,-42.8,2.568,5191,yes
87.0,admin.,divorced,university.degree,no,yes,no,cellular,dec,tue,142.0,10,999,0,nonexistent,1.4,93.843,-39.7,4.062,5076,no
84.0,blue-collar,married,basic.9y,no,yes,unknown,cellular,nov,wed,280.0,10,999,0,nonexistent,-1.8,93.379,-44.1,2.229,5008,no
40.0,technician,married,basic.9y,unknown,yes,no,cellular,jun,fri,516.0,1,999,0,nonexistent,1.4,94.06,-40.1,3.49,4963,no
68.0,technician,single,professional.course,no,yes,no,cellular,may,mon,267.0,14,22,2,success,1.1,93.637,-41.9,2.314,5099,no
24.0,admin.,married,basic.9y,no,no,no,cellular,may,mon,162.0,12,999,0,nonexistent,-1.8,94.264,-35.1,3.551,5099,no
70.0,blue-collar,married,high.school,no,no,no,cellular,dec,thu,194.0,12,999,0,nonexistent,-0.1,93.55,-51.3,5.0,4963,no
54.0,services,divorced,basic.9y,no,yes,no,telephone,may,mon,226.0,5,999,0,nonexistent,-0.1,94.081,-36.9,4.707,5191,no
28.0,admin.,married,university.degree,no,yes,no,cellular,feb,wed,512.0,4,999,0,nonexistent,-0.1,93.131,-36.0,4.341,5017,yes
54.0,admin.,married,high.school,no,yes,no,cellular,jul,fri,201.0,2,999,0,nonexistent,1.1,94.087,-38.2,2.823,5017,no
53.0,technician,married,professional.course,no,unknown,no,cellular,feb,thu,91.0,8,999,0,nonexistent,1.1,92.735,-40.1,1.946,5076,no
49.0,management,married,professional.course,no,yes,no,cellular,jul,mon,121.0,7,999,0,nonexistent,-0.1,94.026,-45.9,5.0,5099,no
39.0,management,married,university.degree,no,no,no,telephone,feb,wed,11.0,10,999,0,nonexistent,-1.8,93.222,-43.1,5.0,5099,no
36.0,services,married,university.degree,no,no,no,telephone,aug,thu,85.0,11,999,0,nonexistent,-0.1,94.019,-42.6,3.228,5176,no
79.0,admin.,married,high.school,no,yes,no,telephone,jan,fri,340.0,8,999,0,nonexistent,-1.8,94.996,-38.5,1.196,5191,no
18.0,unemployed,single,high.school,no,yes,no,cellular,oct,fri,141.0,8,999,0,nonexistent,1.4,93.524,-41.6,3.582,5008,no
81.0,self-employed,married,professional.course,no,no,no,cellular,may,wed,58.0,9,999,0,nonexistent,1.1,94.303,-38.2,0.689,5099,no
78.0,blue-collar,single,high.school,no,yes,no,telephone,nov,thu,103.0,9,999,0,nonexistent,-0.1,93.307,-43.2,5.0,5008,no
36.0,blue-collar,married,basic.9y,no,no,yes,telephone,jan,wed,271.0,6,13,4,failure,1.4,94.168,-45.4,4.519,5228,no
72.0,blue-collar,single,basic.6y,no,yes,no,telephone,may,fri,66.0,4,999,0,nonexistent,-1.8,93.397,-51.2,4.379,5076,no
44.0,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,59.0,5,999,0,nonexistent,1.4,93.737,-41.0,2.752,5191,no
29.0,admin.,married,professional.course,no,yes,yes,telephone,nov,wed,1171.0,2,999,0,nonexistent,-1.8,93.779,-48.8,1.084,5176,no
33.0,blue-collar,married,university.degree,no,no,no,telephone,dec,thu,44.0,5,999,0,nonexistent,-0.1,94.474,-44.7,0.6,5099,no
70.0,blue-collar,married,university.degree,unknown,yes,no,cellular,oct,tue,341.0,4,999,0,nonexistent,-1.7,92.817,-42.3,2.774,5191,yes
39.0,admin.,married,unknown,no,yes,no,cellular,jul,fri,571.0,10,999,0,nonexistent,-0.1,92.956,-32.4,2.113,5228,yes
62.0,technician,divorced,university.degree,no,yes,no,telephone,aug,fri,121.0,9,999,0,nonexistent,1.4,94.23,-46.8,5.0,5099,no
57.0,blue-collar,divorced,university.degree,no,yes,yes,telephone,dec,fri,22.0,4,999,0,nonexistent,-0.1,94.295,-41.8,5.0,5176,no
22.0,blue-collar,married,unknown,unknown,no,no,cellular,aug,tue,42.0,8,999,0,nonexistent,1.4,93.224,-46.3,4.738,5017,no
54.0,admin.,married,basic.9y,no,no,no,cellular,jan,tue,405.0,3,999,0,nonexistent,-1.7,93.635,-36.1,1.98,4963,no
20.0,admin.,single,high.school,no,yes,no,cellular,nov,mon,31.0,9,999,0,nonexistent,1.1,91.994,-34.9,0.81,5176,no
73.0,self-employed,married,basic.4y,no,yes,yes,cellular,jun,tue,240.0,6,999,0,nonexistent,-0.1,94.388,-31.8,5.0,5228,no
60.0,services,single,unknown,no,no,no,cellular,may,mon,94.0,4,999,0,nonexistent,-0.1,93.689,-46.4,3.445,5008,no
77.0,unemployed,married,high.school,unknown,yes,no,cellular,may,fri,540.0,5,999,0,nonexistent,1.4,93.667,-34.4,2.755,5008,no
56.0,blue-collar,single,basic.9y,no,yes,no,cellular,sep,thu,140.0,14,999,0,nonexistent,-0.1,93.761,-41.8,0.6,5099,no
68.0,management,married,basic.9y,no,yes,no,telephone,dec,thu,341.0,5,999,0,nonexistent,1.4,92.784,-43.1,1.936,5176,no
73.0,services,married,basic.4y,no,yes,no,cellular,apr,mon,166.0,8,999,0,nonexistent,1.4,93.501,-43.5,2.352,5008,no
82.0,blue-collar,single,high.school,no,yes,no,cellular,aug,wed,6.0,8,999,0,nonexistent,-0.1,93.552,-34.8,5.0,5008,no
58.0,blue-collar,married,high.school,no,yes,no,telephone,dec,fri,39.0,10,999,0,nonexistent,1.1,94.561,-37.7,4.397,5228,no
50.0,management,married,basic.9y,no,yes,no,cellular,may,mon,349.0,12,0,3,failure,1.1,93.739,-46.0,4.455,5017,yes
78.0,admin.,married,high.school,no,no,no,cellular,dec,mon,48.0,5,999,0,nonexistent,1.4,93.482,-38.2,5.0,5228,no
52.0,blue-collar,single,high.school,no,yes,no,telephone,oct,fri,100.0,4,999,0,nonexistent,-0.1,94.323,-45.8,3.04,5228,no
75.0,blue-collar,single,university.degree,no,yes,no,cellular,aug,thu,4.0,1,999,0,nonexistent,1.4,92.734,-38.0,5.0,5099,no
65.0,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,173.0,8,999,0,nonexistent,1.4,95.081,-42.7,5.0,5099,no
75.0,admin.,married,university.degree,no,yes,no,cellular,dec,tue,415.0,14,999,0,nonexistent,-0.1,94.104,-42.8,0.6,5191,yes
43.0,management,married,university.degree,no,no,no,cellular,may,fri,75.0,1,999,0,nonexistent,1.4,93.937,-39.6,5.0,5017,no
83.0,technician,married,basic.9y,unknown,yes,no,telephone,nov,thu,471.0,8,999,0,nonexistent,1.4,92.759,-35.5,2.259,5191,yes
46.0,blue-collar,divorced,university.degree,no,yes,no,cellular,oct,thu,108.0,12,999,0,nonexistent,-0.1,93.053,-56.1,3.404,4963,no
62.0,admin.,married,professional.course,no,no,no,cellular,jun,wed,137.0,12,999,0,nonexistent,-1.8,93.467,-29.7,3.955,5191,no
70.0,admin.,married,unknown,no,yes,no,cellular,nov,wed,48.0,2,999,0,nonexistent,-1.7,93.577,-32.1,4.64,5099,no
59.0,admin.,married,high.school,no,yes,no,cellular,may,fri,61.0,3,11,3,success,-0.1,93.143,-37.2,2.071,5191,no
51.0,blue-collar,divorced,high.school,no,no,no,cellular,nov,wed,340.0,5,999,0,nonexistent,-1.7,93.747,-30.3,2.337,5017,yes
29.0,entrepreneur,married,university.degree,no,unknown,no,telephone,may,fri,111.0,1,999,0,nonexistent,1.1,94.787,-39.0,0.669,5228,no
50.0,blue-collar,single,professional.course,unknown,no,no,telephone,nov,wed,71.0,9,999,0,nonexistent,-0.1,94.227,-45.8,1.901,5076,no
45.0,admin.,married,university.degree,no,no,no,telephone,may,wed,71.0,6,999,0,nonexistent,-1.8,92.574,-43.7,5.0,5228,no
62.0,retired,divorced,high.school,unknown,unknown,yes,telephone,dec,wed,123.0,2,999,0,nonexistent,1.1,94.24,-46.1,3.005,5176,no
52.0,blue-collar,married,university.degree,no,yes,no,cellular,dec,tue,4.0,3,999,0,nonexistent,1.4,94.242,-43.2,2.637,4963,no
41.0,blue-collar,married,high.school,no,no,no,cellular,jul,fri,189.0,2,999,0,nonexistent,1.4,92.696,-42.2,0.6,4963,no
35.0,admin.,married,high.school,unknown,yes,no,cellular,oct,fri,184.0,5,999,0,nonexistent,1.1,93.265,-40.7,2.28,5008,no
69.0,blue-collar,single,university.degree,no,no,no,cellular,mar,wed,51.0,12,999,0,nonexistent,-1.7,94.111,-40.6,4.919,5099,no
50.0,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,may,tue,369.0,1,999,0,nonexistent,-0.1,94.116,-43.2,3.299,4963,yes
73.0,management,married,university.degree,no,no,yes,cellular,dec,fri,489.0,10,999,0,nonexistent,-1.8,93.35,-40.2,0.902,5099,yes
67.0,admin.,married,university.degree,no,yes,no,cellular,nov,thu,4.0,1,999,0,nonexistent,1.4,93.016,-34.5,2.958,4963,no
31.0,technician,divorced,professional.course,unknown,yes,no,cellular,may,fri,182.0,3,999,0,nonexistent,-0.1,93.414,-44.1,3.271,5176,no
23.0,services,single,basic.6y,no,yes,no,telephone,feb,fri,368.0,9,999,0,nonexistent,1.1,93.192,-35.0,2.633,5176,no
33.0,housemaid,married,university.degree,unknown,no,no,cellular,aug,wed,1.0,3,999,0,nonexistent,-1.8,94.296,-41.6,1.906,5176,no
27.0,services,single,university.degree,no,no,yes,cellular,may,wed,309.0,8,999,0,nonexistent,-1.8,92.788,-33.4,5.0,5176,yes
61.0,technician,married,basic.9y,no,yes,no,cellular,may,thu,244.0,1,999,0,nonexistent,1.1,94.027,-34.1,4.12,5191,no
65.0,technician,married,basic.9y,no,no,no,cellular,may,wed,124.0,11,999,0,nonexistent,1.1,93.362,-43.6,4.336,5008,no
31.0,unemployed,divorced,university.degree,no,no,yes,cellular,sep,fri,247.0,3,999,0,nonexistent,-0.1,93.756,-32.0,5.0,5008,no
79.0,admin.,married,university.degree,no,unknown,no,cellular,oct,mon,165.0,9,999,0,nonexistent,1.1,93.369,-39.1,4.438,5191,no
67.0,technician,married,high.school,unknown,no,no,cellular,jul,wed,267.0,4,999,0,nonexistent,-0.1,94.662,-39.8,4.381,5228,no
26.0,unemployed,divorced,basic.6y,no,yes,no,telephone,may,thu,217.0,8,999,0,nonexistent,-1.8,93.727,-43.2,4.229,5076,no
32.0,admin.,single,professional.course,no,yes,no,cellular,dec,wed,264.0,1,999,0,nonexistent,-0.1,94.098,-47.3,5.0,5228,no
67.0,technician,married,high.school,unknown,yes,no,cellular,sep,fri,1183.0,9,999,0,nonexistent,-1.8,92.447,-46.2,2.17,5017,yes
46.0,management,single,university.degree,no,yes,yes,cellular,aug,wed,662.0,4,999,0,nonexistent,1.4,94.046,-43.5,5.0,5008,yes
38.0,admin.,divorced,professional.course,no,yes,no,cellular,may,thu,54.0,14,999,0,nonexistent,-0.1,92.657,-40.0,4.26,5228,no
67.0,retired,married,basic.4y,no,yes,no,telephone,feb,mon,32.0,7,999,0,nonexistent,-1.8,93.852,-41.1,2.382,5176,no
58.0,admin.,married,unknown,no,no,no,cellular,may,tue,846.0,1,999,0,nonexistent,-0.1,93.865,-45.7,5.0,5176,yes
58.0,blue-collar,married,university.degree,no,yes,no,telephone,may,wed,639.0,2,999,0,nonexistent,-0.1,93.867,-36.3,4.685,5076,no
